,C,G,T,A,D,N,K,Y,R,M,S,W,H,V,B
>NC_020845.1,0.203583881,0.174060792,0.34039132,0.281964006,0,0,0,0,0,0,0,0,0,0,0
>NC_020847.1,0.169906332,0.201659405,0.292222193,0.33621207,0,0,0,0,0,0,0,0,0,0,0
>NC_020848.1,0.209230168,0.215331465,0.281898181,0.293540186,0,0,0,0,0,0,0,0,0,0,0
>NC_020850.1,0.225647574,0.196930213,0.300020847,0.277401366,0,0,0,0,0,0,0,0,0,0,0
>NC_020857.1,0.202219704,0.170237421,0.335968481,0.291574394,0,0,0,0,0,0,0,0,0,0,0
>NC_020863.1,0.18351593,0.171522589,0.322790446,0.322171035,0,0,0,0,0,0,0,0,0,0,0
>NC_020868.1,0.215281942,0.209546651,0.293946662,0.281224745,0,0,0,0,0,0,0,0,0,0,0
>NC_020872.1,0.214694555,0.190224908,0.328659276,0.266421261,0,0,0,0,0,0,0,0,0,0,0
>NC_020874.1,0.203363782,0.176046582,0.346854842,0.273734794,0,0,0,0,0,0,0,0,0,0,0
>NC_020878.1,0.20533986,0.190165758,0.349004339,0.255490043,0,0,0,0,0,0,0,0,0,0,0
>NC_020871.1,0.162088428,0.197246293,0.283750573,0.356914706,0,0,0,0,0,0,0,0,0,0,0
>NC_020873.1,0.217884139,0.181892688,0.334356737,0.265860132,0,0,0,0,6.30E-06,0,0,0,0,0,0
>NC_020876.1,0.324866108,0.309383722,0.183601116,0.182149053,0,0,0,0,0,0,0,0,0,0,0
>NC_020877.1,0.132732312,0.167377334,0.316008284,0.38388207,0,0,0,0,0,0,0,0,0,0,0
>NC_020883.1,0.178014589,0.234836122,0.240478952,0.346670337,0,0,0,0,0,0,0,0,0,0,0
>KC438283.1,0.177309901,0.16862421,0.321602575,0.332463314,0,0,0,0,0,0,0,0,0,0,0
>NC_019419.2,0.280530179,0.267206664,0.230779851,0.221483305,0,0,0,0,0,0,0,0,0,0,0
>NC_021061.1,0.33588007,0.322503675,0.157238919,0.184377335,0,0,0,0,0,0,0,0,0,0,0
>NC_021062.1,0.278861465,0.283265326,0.20484176,0.233031449,0,0,0,0,0,0,0,0,0,0,0
>NC_021063.1,0.284930014,0.301441623,0.202162434,0.211465929,0,0,0,0,0,0,0,0,0,0,0
>NC_021067.1,0.197695283,0.178141225,0.314872557,0.309290936,0,0,0,0,0,0,0,0,0,0,0
>NC_021068.1,0.21738904,0.172171981,0.33365156,0.276787419,0,0,0,0,0,0,0,0,0,0,0
>NC_021070.1,0.247438171,0.210115095,0.287165309,0.255281426,0,0,0,0,0,0,0,0,0,0,0
>NC_021073.1,0.195620138,0.214180455,0.290902647,0.29929676,0,0,0,0,0,0,0,0,0,0,0
>AP013057.1,0.258610355,0.267093919,0.233805155,0.240490571,0,0,0,0,0,0,0,0,0,0,0
>AB720063.2,0.264394803,0.268702986,0.233394119,0.233508092,0,0,0,0,0,0,0,0,0,0,0
>NC_019933.2,0.264394803,0.268702986,0.233394119,0.233508092,0,0,0,0,0,0,0,0,0,0,0
>KC787107.1,0.33386744,0.333765705,0.188030927,0.144335928,0,0,0,0,0,0,0,0,0,0,0
>KC310802.1,0.236298795,0.239478377,0.256171182,0.268051647,0,0,0,0,0,0,0,0,0,0,0
>KC310803.1,0.229905605,0.239584923,0.249286041,0.281223431,0,0,0,0,0,0,0,0,0,0,0
>KC310804.1,0.216050921,0.227761796,0.275896437,0.280290846,0,0,0,0,0,0,0,0,0,0,0
>KC310806.1,0.282933581,0.267404892,0.214503536,0.23515799,0,0,0,0,0,0,0,0,0,0,0
>KC661271.1,0.319973527,0.319194908,0.185272419,0.175559146,0,0,0,0,0,0,0,0,0,0,0
>KC661272.1,0.325263799,0.316716119,0.182527362,0.17549272,0,0,0,0,0,0,0,0,0,0,0
>KC661276.1,0.262325023,0.326993073,0.214694793,0.195987111,0,0,0,0,0,0,0,0,0,0,0
>NC_018850.2,0.254849836,0.259858954,0.240855065,0.244436145,0,0,0,0,0,0,0,0,0,0,0
>KC292020.1,0.284974302,0.285994176,0.226143668,0.202887854,0,0,0,0,0,0,0,0,0,0,0
>KC292021.1,0.293303209,0.3030935,0.210983664,0.192619627,0,0,0,0,0,0,0,0,0,0,0
>KC292022.1,0.28221294,0.281871437,0.229385032,0.206530591,0,0,0,0,0,0,0,0,0,0,0
>KC292023.1,0.279379654,0.315435866,0.173338559,0.231845921,0,0,0,0,0,0,0,0,0,0,0
>KC292024.1,0.32889463,0.337024866,0.150865262,0.183215242,0,0,0,0,0,0,0,0,0,0,0
>KC292025.1,0.258680025,0.305923799,0.196122752,0.239273423,0,0,0,0,0,0,0,0,0,0,0
>KC292026.1,0.251141775,0.252483403,0.247610441,0.248764381,0,0,0,0,0,0,0,0,0,0,0
>KC292027.1,0.286362078,0.289574458,0.212134567,0.211928897,0,0,0,0,0,0,0,0,0,0,0
>KC292028.1,0.330312575,0.350960564,0.142104585,0.176622276,0,0,0,0,0,0,0,0,0,0,0
>KC292029.1,0.280571777,0.289007041,0.212586072,0.21783511,0,0,0,0,0,0,0,0,0,0,0
>KF005318.1,0.223614879,0.207915536,0.280120719,0.288348866,0,0,0,0,0,0,0,0,0,0,0
>KF005319.1,0.223933849,0.207972649,0.279619157,0.288474344,0,0,0,0,0,0,0,0,0,0,0
>KF005320.1,0.223624515,0.208485524,0.278663155,0.289226806,0,0,0,0,0,0,0,0,0,0,0
>NC_021296.1,0.262328445,0.326984293,0.214697594,0.195989668,0,0,0,0,0,0,0,0,0,0,0
>NC_021297.1,0.325258851,0.31064026,0.181877557,0.182223332,0,0,0,0,0,0,0,0,0,0,0
>NC_021298.1,0.337762429,0.320202138,0.166764224,0.175271209,0,0,0,0,0,0,0,0,0,0,0
>NC_021299.1,0.295621024,0.319869063,0.193873139,0.190636774,0,0,0,0,0,0,0,0,0,0,0
>NC_021300.1,0.22011303,0.227109065,0.273825259,0.278952646,0,0,0,0,0,0,0,0,0,0,0
>NC_021301.1,0.295047886,0.319870644,0.187263455,0.197818014,0,0,0,0,0,0,0,0,0,0,0
>NC_021302.1,0.33989259,0.332781422,0.148273154,0.179052835,0,0,0,0,0,0,0,0,0,0,0
>NC_021303.1,0.328734749,0.33647455,0.166479572,0.168311128,0,0,0,0,0,0,0,0,0,0,0
>NC_021304.1,0.336844351,0.32022036,0.167714153,0.175221136,0,0,0,0,0,0,0,0,0,0,0
>NC_021305.1,0.333005159,0.296236496,0.170033736,0.200724609,0,0,0,0,0,0,0,0,0,0,0
>NC_021307.1,0.321321201,0.32316511,0.181625045,0.173888644,0,0,0,0,0,0,0,0,0,0,0
>NC_021308.1,0.315962522,0.312427542,0.188399187,0.183210749,0,0,0,0,0,0,0,0,0,0,0
>NC_021309.1,0.334234584,0.296301749,0.168315241,0.201148425,0,0,0,0,0,0,0,0,0,0,0
>NC_021310.1,0.329018339,0.336161404,0.166652089,0.168168168,0,0,0,0,0,0,0,0,0,0,0
>NC_021311.1,0.332993371,0.296198957,0.170412793,0.20039488,0,0,0,0,0,0,0,0,0,0,0
>HQ632825.1,0.206433795,0.14881772,0.335744585,0.309003901,0,0,0,0,0,0,0,0,0,0,0
>NC_021316.1,0.171933152,0.21958042,0.293682589,0.31480384,0,0,0,0,0,0,0,0,0,0,0
>NC_021317.1,0.254706325,0.24609375,0.256918298,0.242281627,0,0,0,0,0,0,0,0,0,0,0
>NC_021318.1,0.323739602,0.312258367,0.184851798,0.179150232,0,0,0,0,0,0,0,0,0,0,0
>NC_021323.1,0.138879136,0.194527341,0.295312911,0.371280611,0,0,0,0,0,0,0,0,0,0,0
>NC_021324.1,0.310123855,0.325994491,0.182259364,0.18162229,0,0,0,0,0,0,0,0,0,0,0
>NC_021325.1,0.103482663,0.177278306,0.310064437,0.409174593,0,0,0,0,0,0,0,0,0,0,0
>NC_021326.1,0.192940188,0.151695327,0.367689315,0.287675169,0,0,0,0,0,0,0,0,0,0,0
>NC_021331.1,0.205283572,0.234943363,0.264506667,0.295266398,0,0,0,0,0,0,0,0,0,0,0
>NC_021332.1,0.15365288,0.202333784,0.280150754,0.363862582,0,0,0,0,0,0,0,0,0,0,0
>NC_021334.1,0.315148335,0.294945557,0.200565978,0.18934013,0,0,0,0,0,0,0,0,0,0,0
>NC_021336.1,0.159764619,0.147701361,0.365575579,0.326958441,0,0,0,0,0,0,0,0,0,0,0
>NC_021338.1,0.324771114,0.312013551,0.1811574,0.182057934,0,0,0,0,0,0,0,0,0,0,0
>NC_021339.1,0.336433228,0.320300722,0.168197036,0.175069013,0,0,0,0,0,0,0,0,0,0,0
>NC_021343.1,0.294976009,0.330031047,0.182613604,0.19237934,0,0,0,0,0,0,0,0,0,0,0
>NC_021346.1,0.332114146,0.314308937,0.1588753,0.194701617,0,0,0,0,0,0,0,0,0,0,0
>NC_021347.1,0.347439378,0.327216739,0.143052545,0.182291338,0,0,0,0,0,0,0,0,0,0,0
>NC_021348.1,0.332694592,0.314222205,0.158535495,0.194547708,0,0,0,0,0,0,0,0,0,0,0
>NC_021349.1,0.332584328,0.314246604,0.157911049,0.19525802,0,0,0,0,0,0,0,0,0,0,0
>HQ317383.1,0.189002136,0.216715077,0.291861907,0.30241506,0,5.82E-06,0,0,0,0,0,0,0,0,0
>HQ332138.1,0.184093083,0.23990543,0.254781639,0.321219849,0,0,0,0,0,0,0,0,0,0,0
>HQ332141.1,0.333224412,0.317841343,0.196863061,0.152071184,0,0,0,0,0,0,0,0,0,0,0
>HQ634178.1,0.181357821,0.211975007,0.29785248,0.308814693,0,0,0,0,0,0,0,0,0,0,0
>JF974294.1,0.236078448,0.236708382,0.256509323,0.270703847,0,0,0,0,0,0,0,0,0,0,0
>JF974312.1,0.237319145,0.235573688,0.271387113,0.255720054,0,0,0,0,0,0,0,0,0,0,0
>JF974313.1,0.208927232,0.221841175,0.288072018,0.281132783,0,2.68E-05,0,0,0,0,0,0,0,0,0
>JF974314.1,0.274942563,0.296693157,0.218504011,0.209860269,0,0,0,0,0,0,0,0,0,0,0
>JF974315.1,0.296431056,0.286291401,0.203114131,0.214163412,0,0,0,0,0,0,0,0,0,0,0
>NC_021344.2,0.215392647,0.219518008,0.281704847,0.283384498,0,0,0,0,0,0,0,0,0,0,0
>KC969441.1,0.310402408,0.310966862,0.169947553,0.208683177,0,0,0,0,0,0,0,0,0,0,0
>HG007973.1,0.292544914,0.330881313,0.186872259,0.189701514,0,0,0,0,0,0,0,0,0,0,0
>NC_021531.1,0.245529914,0.255043774,0.246601396,0.252824916,0,0,0,0,0,0,0,0,0,0,0
>NC_021532.1,0.223337504,0.208199403,0.279164662,0.289298431,0,0,0,0,0,0,0,0,0,0,0
>NC_021533.1,0.323451308,0.319010927,0.179966044,0.177571721,0,0,0,0,0,0,0,0,0,0,0
>NC_021535.1,0.324315792,0.316008603,0.183942067,0.175733539,0,0,0,0,0,0,0,0,0,0,0
>NC_021538.1,0.291718378,0.319860464,0.190688626,0.197732533,0,0,0,0,0,0,0,0,0,0,0
>NC_021540.1,0.177271284,0.16827853,0.321487341,0.332962845,0,0,0,0,0,0,0,0,0,0,0
>NC_021559.1,0.166438628,0.200873436,0.288110888,0.344577048,0,0,0,0,0,0,0,0,0,0,0
>KC821610.1,0.16517634,0.169526983,0.341571786,0.323669351,0,0,0,0,0,0,0,5.55E-05,0,0,0
>KC821612.1,0.19255746,0.187993768,0.309159095,0.310289677,0,0,0,0,0,0,0,0,0,0,0
>KC821615.1,0.161962657,0.203877296,0.29582897,0.338331077,0,0,0,0,0,0,0,0,0,0,0
>KC821621.1,0.126259981,0.175560524,0.313867774,0.384311721,0,0,0,0,0,0,0,0,0,0,0
>KC821625.1,0.125857616,0.176375447,0.312380977,0.38538596,0,0,0,0,0,0,0,0,0,0,0
>KC821627.1,0.162334962,0.203477492,0.297588107,0.336599439,0,0,0,0,0,0,0,0,0,0,0
>KC821628.1,0.145415252,0.197283112,0.326644026,0.33065761,0,0,0,0,0,0,0,0,0,0,0
>KC821629.1,0.165278086,0.169480856,0.341590758,0.3236503,0,0,0,0,0,0,0,0,0,0,0
>KC821630.1,0.165285612,0.169199111,0.341484925,0.324030353,0,0,0,0,0,0,0,0,0,0,0
>KC821631.1,0.145415252,0.196665638,0.326644026,0.331275085,0,0,0,0,0,0,0,0,0,0,0
>KC821634.1,0.165247334,0.169468306,0.341583975,0.323700385,0,0,0,0,0,0,0,0,0,0,0
>NC_021556.1,0.33488407,0.333733523,0.144043421,0.187338986,0,0,0,0,0,0,0,0,0,0,0
>NC_021562.1,0.23308007,0.209818819,0.297954413,0.259146698,0,0,0,0,0,0,0,0,0,0,0
>NC_021569.1,0.292544914,0.330881313,0.186872259,0.189701514,0,0,0,0,0,0,0,0,0,0,0
>HG315669.1,0.296025105,0.330282427,0.200183054,0.173509414,0,0,0,0,0,0,0,0,0,0,0
>AB828698.1,0.285447761,0.331739739,0.194962687,0.187849813,0,0,0,0,0,0,0,0,0,0,0
>AB830321.1,0.18451309,0.220944729,0.133952071,0.121623494,0,0.338966616,0,0,0,0,0,0,0,0,0
>KF017927.1,0.31808283,0.304921696,0.191584449,0.185411025,0,0,0,0,0,0,0,0,0,0,0
>KC542353.1,0.195743615,0.206134201,0.301977967,0.296144216,0,0,0,0,0,0,0,0,0,0,0
>KC595514.1,0.163812785,0.217152747,0.280030196,0.339004272,0,0,0,0,0,0,0,0,0,0,0
>KC595515.1,0.163757549,0.217336868,0.279956547,0.338949035,0,0,0,0,0,0,0,0,0,0,0
>KC595516.1,0.1811927,0.233213255,0.2662831,0.319310945,0,0,0,0,0,0,0,0,0,0,0
>KC595517.1,0.168181419,0.223414998,0.269560063,0.338843519,0,0,0,0,0,0,0,0,0,0,0
>KF381361.1,0.24210456,0.248021325,0.253573428,0.256300687,0,0,0,0,0,0,0,0,0,0,0
>KF021268.1,0.119654394,0.15964639,0.323123321,0.397575896,0,0,0,0,0,0,0,0,0,0,0
>KF030445.1,0.287265277,0.235388547,0.243161608,0.234184568,0,0,0,0,0,0,0,0,0,0,0
>KF055347.1,0.204966253,0.183190441,0.317014776,0.29482853,0,0,0,0,0,0,0,0,0,0,0
>KF356199.1,0.233508447,0.226807231,0.264934436,0.274749886,0,0,0,0,0,0,0,0,0,0,0
>KC911856.1,0.245780454,0.255783298,0.240300861,0.258135387,0,0,0,0,0,0,0,0,0,0,0
>KC911857.1,0.245754607,0.25575745,0.240352555,0.258135387,0,0,0,0,0,0,0,0,0,0,0
>KF188414.1,0.331494398,0.298958374,0.169970183,0.199577045,0,0,0,0,0,0,0,0,0,0,0
>KF192053.1,0.21499273,0.185455756,0.326816279,0.272735236,0,0,0,0,0,0,0,0,0,0,0
>NC_021775.1,0.252303684,0.258367879,0.236645742,0.252682696,0,0,0,0,0,0,0,0,0,0,0
>NC_021776.1,0.220523243,0.226171626,0.27842507,0.274880061,0,0,0,0,0,0,0,0,0,0,0
>NC_021778.1,0.194216423,0.221463752,0.271897232,0.312422593,0,0,0,0,0,0,0,0,0,0,0
>NC_021779.1,0.277139892,0.288420982,0.211110367,0.223328758,0,0,0,0,0,0,0,0,0,0,0
>NC_021780.1,0.287516399,0.276903152,0.225703906,0.209876543,0,0,0,0,0,0,0,0,0,0,0
>NC_021782.1,0.196108075,0.199242697,0.299106771,0.305542456,0,0,0,0,0,0,0,0,0,0,0
>NC_021772.1,0.195858773,0.200002763,0.299320386,0.304818079,0,0,0,0,0,0,0,0,0,0,0
>NC_021774.1,0.251328088,0.277049291,0.233743528,0.237879094,0,0,0,0,0,0,0,0,0,0,0
>NC_021856.1,0.196818115,0.224364041,0.262704731,0.316113114,0,0,0,0,0,0,0,0,0,0,0
>NC_021862.1,0.285447761,0.331739739,0.194962687,0.187849813,0,0,0,0,0,0,0,0,0,0,0
>NC_021866.1,0.18451309,0.220944729,0.133952071,0.121623494,0,0.338966616,0,0,0,0,0,0,0,0,0
>NC_021867.1,0.171974116,0.144067436,0.380241815,0.30367406,0,4.26E-05,0,0,0,0,0,0,0,0,0
>NC_021783.1,0.287761164,0.275323185,0.225790664,0.211124987,0,0,0,0,0,0,0,0,0,0,0
>NC_021788.1,0.159517362,0.16720255,0.338950399,0.334329688,0,0,0,0,0,0,0,0,0,0,0
>NC_021789.1,0.152604153,0.172868911,0.318248809,0.356278127,0,0,0,0,0,0,0,0,0,0,0
>NC_021790.1,0.161371814,0.203781673,0.29773661,0.337109903,0,0,0,0,0,0,0,0,0,0,0
>NC_021791.1,0.161975069,0.203892919,0.295826096,0.338305916,0,0,0,0,0,0,0,0,0,0,0
>NC_021792.1,0.15123148,0.175724017,0.314579022,0.358465482,0,0,0,0,0,0,0,0,0,0,0
>NC_021793.1,0.123301718,0.163804153,0.359053234,0.353755447,0,0,0,0,0,0,0,8.54E-05,0,0,0
>NC_021794.1,0.153451003,0.175384572,0.316070154,0.355094271,0,0,0,0,0,0,0,0,0,0,0
>NC_021795.1,0.16162059,0.203141118,0.297271508,0.337966784,0,0,0,0,0,0,0,0,0,0,0
>NC_021796.1,0.192571759,0.187980809,0.309123997,0.310323435,0,0,0,0,0,0,0,0,0,0,0
>NC_021797.1,0.155276616,0.192778553,0.312877731,0.339067101,0,0,0,0,0,0,0,0,0,0,0
>NC_021798.1,0.159532967,0.166977426,0.339348988,0.334140619,0,0,0,0,0,0,0,0,0,0,0
>NC_021799.1,0.133322889,0.179069403,0.300311592,0.387296116,0,0,0,0,0,0,0,0,0,0,0
>NC_021800.1,0.171076799,0.211485478,0.268683274,0.348754448,0,0,0,0,0,0,0,0,0,0,0
>NC_021801.1,0.151298308,0.194116824,0.280499744,0.374085124,0,0,0,0,0,0,0,0,0,0,0
>NC_021802.1,0.135062612,0.180288462,0.29977266,0.384876267,0,0,0,0,0,0,0,0,0,0,0
>NC_021803.1,0.151763877,0.176968039,0.314292031,0.356976053,0,0,0,0,0,0,0,0,0,0,0
>NC_021804.1,0.114916551,0.198400556,0.336161335,0.350521558,0,0,0,0,0,0,0,0,0,0,0
>NC_021805.1,0.145723989,0.194504477,0.326026551,0.333744983,0,0,0,0,0,0,0,0,0,0,0
>NC_021806.1,0.152502539,0.143549961,0.356928041,0.347019459,0,0,0,0,0,0,0,0,0,0,0
>NC_021859.1,0.334716599,0.333552632,0.143977733,0.187753036,0,0,0,0,0,0,0,0,0,0,0
>NC_021861.1,0.15593659,0.203946943,0.276285992,0.363830476,0,0,0,0,0,0,0,0,0,0,0
>NC_021863.1,0.156288099,0.197903967,0.283152021,0.362655913,0,0,0,0,0,0,0,0,0,0,0
>NC_021864.1,0.219637495,0.211244166,0.293856952,0.275261387,0,0,0,0,0,0,0,0,0,0,0
>NC_021865.1,0.182375163,0.226982128,0.258633215,0.332009493,0,0,0,0,0,0,0,0,0,0,0
>NC_021868.1,0.186604922,0.21212589,0.273870166,0.327399022,0,0,0,0,0,0,0,0,0,0,0
>KF301602.1,0.193131919,0.185285614,0.320076668,0.301505798,0,0,0,0,0,0,0,0,0,0,0
>KF148616.1,0.150610174,0.10983892,0.399323117,0.340227788,0,0,0,0,0,0,0,0,0,0,0
>KF024722.1,0.340324401,0.349518745,0.154164934,0.15599192,0,0,0,0,0,0,0,0,0,0,0
>KC862296.1,0.268794624,0.279476032,0.211255775,0.240473569,0,0,0,0,0,0,0,0,0,0,0
>KF044309.1,0.264309151,0.191578564,0.268501641,0.275610645,0,0,0,0,0,0,0,0,0,0,0
>KF044310.1,0.264309151,0.191396281,0.268501641,0.275610645,0,0,0,0,0.000182282,0,0,0,0,0,0
>KF017004.1,0.29977538,0.314872777,0.184040947,0.201310896,0,0,0,0,0,0,0,0,0,0,0
>KF017005.1,0.294798684,0.320727736,0.185328119,0.199145461,0,0,0,0,0,0,0,0,0,0,0
>KF024733.1,0.319535264,0.319788261,0.18497976,0.175696715,0,0,0,0,0,0,0,0,0,0,0
>NC_022052.1,0.273635766,0.319802761,0.20469428,0.201867193,0,0,0,0,0,0,0,0,0,0,0
>NC_022053.1,0.265182501,0.294592185,0.195663558,0.244561756,0,0,0,0,0,0,0,0,0,0,0
>NC_022054.1,0.285290702,0.302977523,0.200796218,0.210935556,0,0,0,0,0,0,0,0,0,0,0
>NC_022055.1,0.295797496,0.320840163,0.187988983,0.195373359,0,0,0,0,0,0,0,0,0,0,0
>NC_022056.1,0.295267256,0.322316508,0.18696527,0.195450967,0,0,0,0,0,0,0,0,0,0,0
>NC_022057.1,0.32828535,0.325650413,0.174086093,0.171978144,0,0,0,0,0,0,0,0,0,0,0
>NC_022058.1,0.318703707,0.306860374,0.191092747,0.183343171,0,0,0,0,0,0,0,0,0,0,0
>NC_022059.1,0.33322993,0.296767356,0.169503794,0.200498921,0,0,0,0,0,0,0,0,0,0,0
>NC_022060.1,0.29977538,0.314872777,0.184040947,0.201310896,0,0,0,0,0,0,0,0,0,0,0
>NC_022061.1,0.348019425,0.352042689,0.148719614,0.151218273,0,0,0,0,0,0,0,0,0,0,0
>NC_022062.1,0.325764846,0.310256804,0.180453725,0.183524625,0,0,0,0,0,0,0,0,0,0,0
>NC_022063.1,0.337502674,0.345018898,0.158625116,0.158853312,0,0,0,0,0,0,0,0,0,0,0
>NC_022064.1,0.337621221,0.345065602,0.158613805,0.158699373,0,0,0,0,0,0,0,0,0,0,0
>NC_022065.1,0.334227792,0.296338535,0.16877088,0.200662794,0,0,0,0,0,0,0,0,0,0,0
>NC_022066.1,0.308207984,0.30058081,0.190531594,0.200679613,0,0,0,0,0,0,0,0,0,0,0
>NC_022067.1,0.303783194,0.303719534,0.192979265,0.199518007,0,0,0,0,0,0,0,0,0,0,0
>NC_022068.1,0.294798684,0.320727736,0.185328119,0.199145461,0,0,0,0,0,0,0,0,0,0,0
>NC_022069.1,0.296125912,0.314599823,0.188886675,0.20038759,0,0,0,0,0,0,0,0,0,0,0
>NC_022070.1,0.325184743,0.307979398,0.183585877,0.183249981,0,0,0,0,0,0,0,0,0,0,0
>NC_022071.1,0.261858162,0.327588698,0.215056023,0.195497117,0,0,0,0,0,0,0,0,0,0,0
>NC_022085.1,0.331276231,0.297020253,0.170181609,0.201521907,0,0,0,0,0,0,0,0,0,0,0
>NC_022086.1,0.311599921,0.297731308,0.196172815,0.194495956,0,0,0,0,0,0,0,0,0,0,0
>NC_022087.1,0.326516816,0.317371791,0.179520403,0.17659099,0,0,0,0,0,0,0,0,0,0,0
>NC_022090.1,0.131339914,0.168386028,0.317476586,0.382797472,0,0,0,0,0,0,0,0,0,0,0
>NC_022091.1,0.309931427,0.311447497,0.169589961,0.209031114,0,0,0,0,0,0,0,0,0,0,0
>NC_022094.1,0.165793701,0.202667784,0.292548362,0.338152106,0,0,0,0.000279349,0.000349186,6.98E-05,6.98E-05,6.98E-05,0,0,0
>NC_022096.1,0.280128148,0.27802463,0.226443893,0.215403329,0,0,0,0,0,0,0,0,0,0,0
>KC206276.2,0.216394968,0.212474616,0.281644856,0.28948556,0,0,0,0,0,0,0,0,0,0,0
>NC_021773.2,0.143770997,0.189424272,0.293846933,0.372957798,0,0,0,0,0,0,0,0,0,0,0
>NC_022323.1,0.224081513,0.211635381,0.290753049,0.273530056,0,0,0,0,0,0,0,0,0,0,0
>NC_022324.1,0.326995773,0.311130147,0.18128154,0.18059254,0,0,0,0,0,0,0,0,0,0,0
>NC_022325.1,0.327093032,0.327064384,0.174203251,0.171639333,0,0,0,0,0,0,0,0,0,0,0
>NC_022326.1,0.325796659,0.311046133,0.182630883,0.180526326,0,0,0,0,0,0,0,0,0,0,0
>NC_022327.1,0.342784175,0.345900788,0.151271174,0.160043863,0,0,0,0,0,0,0,0,0,0,0
>NC_022328.1,0.339911157,0.348012415,0.152955749,0.159120679,0,0,0,0,0,0,0,0,0,0,0
>NC_022329.1,0.325825938,0.310947871,0.182452084,0.180774107,0,0,0,0,0,0,0,0,0,0,0
>NC_022330.1,0.334042775,0.295889588,0.169835218,0.200232418,0,0,0,0,0,0,0,0,0,0,0
>NC_022334.1,0.198968086,0.345862093,0.293856352,0.16131347,0,0,0,0,0,0,0,0,0,0,0
>NC_022335.1,0.199884263,0.342751132,0.295741567,0.161623038,0,0,0,0,0,0,0,0,0,0,0
>NC_022336.1,0.199959337,0.339907153,0.296567382,0.163566128,0,0,0,0,0,0,0,0,0,0,0
>NC_022337.1,0.198900465,0.340312892,0.29687447,0.163912173,0,0,0,0,0,0,0,0,0,0,0
>NC_022338.1,0.199091956,0.341397303,0.297079352,0.162431388,0,0,0,0,0,0,0,0,0,0,0
>NC_022339.1,0.198519173,0.3392657,0.297557993,0.164657134,0,0,0,0,0,0,0,0,0,0,0
>NC_022340.1,0.202077111,0.339974206,0.294223459,0.163725224,0,0,0,0,0,0,0,0,0,0,0
>NC_022341.1,0.199349315,0.341609589,0.295787671,0.163253425,0,0,0,0,0,0,0,0,0,0,0
>NC_022342.1,0.199588195,0.343719973,0.294371997,0.162319835,0,0,0,0,0,0,0,0,0,0,0
>KF296717.1,0.155252091,0.218355747,0.270969084,0.355423079,0,0,0,0,0,0,0,0,0,0,0
>KF006817.1,0.333067848,0.314736392,0.157627206,0.194568554,0,0,0,0,0,0,0,0,0,0,0
>KF024734.1,0.333046483,0.314127182,0.158303043,0.194523293,0,0,0,0,0,0,0,0,0,0,0
>HG428758.1,0.235957514,0.24580123,0.265026858,0.253214399,0,0,0,0,0,0,0,0,0,0,0
>AB854109.1,0.302279151,0.308044327,0.172461752,0.21721477,0,0,0,0,0,0,0,0,0,0,0
>KF700371.1,0.227395886,0.25880582,0.247265429,0.266532865,0,0,0,0,0,0,0,0,0,0,0
>KF598865.1,0.232438795,0.231638418,0.278907721,0.257015066,0,0,0,0,0,0,0,0,0,0,0
>KF669657.1,0.183803983,0.223278327,0.254326127,0.338591563,0,0,0,0,0,0,0,0,0,0,0
>KF475786.1,0.328220859,0.312693414,0.164042565,0.194907433,0,0.000135729,0,0,0,0,0,0,0,0,0
>KF598856.1,0.138419668,0.195281045,0.29370881,0.372590477,0,0,0,0,0,0,0,0,0,0,0
>KF322026.1,0.195867807,0.238835088,0.26384449,0.301452614,0,0,0,0,0,0,0,0,0,0,0
>NC_022746.1,0.311264753,0.311520823,0.168075052,0.209139372,0,0,0,0,0,0,0,0,0,0,0
>NC_022747.1,0.250431981,0.237399326,0.224513106,0.287655586,0,0,0,0,0,0,0,0,0,0,0
>NC_022749.1,0.238090447,0.264877509,0.248251924,0.24878012,0,0,0,0,0,0,0,0,0,0,0
>NC_022750.1,0.245539431,0.273522065,0.233704056,0.247234447,0,0,0,0,0,0,0,0,0,0,0
>NC_022752.1,0.248330013,0.249548811,0.247978437,0.25414274,0,0,0,0,0,0,0,0,0,0,0
>NC_022753.1,0.316571669,0.295837956,0.191748594,0.195841781,0,0,0,0,0,0,0,0,0,0,0
>NC_022754.1,0.249526305,0.24947952,0.24828651,0.252707666,0,0,0,0,0,0,0,0,0,0,0
>NC_022756.1,0.207422247,0.240257995,0.253377636,0.298942122,0,0,0,0,0,0,0,0,0,0,0
>NC_022757.1,0.206378601,0.242438272,0.251003086,0.300180041,0,0,0,0,0,0,0,0,0,0,0
>NC_022776.1,0.178077927,0.211701032,0.274277367,0.335943674,0,0,0,0,0,0,0,0,0,0,0
>NC_022761.1,0.17602758,0.22592737,0.271989767,0.326055283,0,0,0,0,0,0,0,0,0,0,0
>NC_022791.1,0.217123746,0.166287625,0.341538462,0.275050167,0,0,0,0,0,0,0,0,0,0,0
>AB863625.1,0.297299301,0.29860888,0.196881718,0.207210101,0,0,0,0,0,0,0,0,0,0,0
>KF626665.1,0.314424635,0.309188381,0.19242346,0.183963524,0,0,0,0,0,0,0,0,0,0,0
>KF626668.1,0.32035395,0.31004838,0.191327494,0.178270175,0,0,0,0,0,0,0,0,0,0,0
>KF208639.2,0.172409351,0.205841037,0.277305099,0.344444513,0,0,0,0,0,0,0,0,0,0,0
